ID,STANAME,LAT,LON,COMID,GRP,COMID.DUP,eco3,ecos3.NA,AggEco,npdes,fwwd,strg,devl,cndp,wy1990,wy1991,wy1992,wy1993,wy1994,wy1995,wy1996,wy1997,wy1998,wy1999,wy2000,wy2001,wy2002,wy2003,wy2004,wy2005,wy2006,wy2007,wy2008,wy2009,wy2010,wy2011,wy2012,wy2013,wy2014,wy2015,wy2016,wy2017,wy2018
T03044810,"Linn Run at Linn Run State Park near Rector, PA",40.16888889,-79.23388889,4582730,g3,FALSE,69,8.4.2,EastHghlnds,0,16.15,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
T03049000,"Buffalo Creek near Freeport, PA",40.715898,-79.699494,11049880,g2,FALSE,70,8.4.3,EastHghlnds,0,17.77,29,3.29,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T03049800,"Little Pine Creek near Etna, PA",40.520346,-79.938108,11049744,g2,FALSE,70,8.4.3,EastHghlnds,0,171.11,0,29.21,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
T03050000,"TYGART VALLEY RIVER NEAR DAILEY, WV",38.809275,-79.881734,4353002,g2,FALSE,67,8.4.1,EastHghlnds,0,2.03,2102,2.49,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
T03052120,"BUCKHANNON RIVER AT ALTON, WV",38.82010299,-80.2150795,4353810,g3,FALSE,69,8.4.2,EastHghlnds,0,1.9,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0
T03065000,"DRY FORK AT HENDRICKS, WV",39.072329,-79.622837,3775187,g2,FALSE,67,8.4.1,EastHghlnds,0,3.76,170,0.63,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
T03065400,"BLACKWATER R NR DAVIS,WV",39.140108,-79.419772,3775587,g2,FALSE,69,8.4.2,EastHghlnds,0,10.5,173,1.74,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
T03066000,"BLACKWATER R AT DAVIS, WV",39.127052,-79.468385,3775599,g2,FALSE,69,8.4.2,EastHghlnds,0,11.52,173,2.14,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T03068800,"SHAVERS FORK BELOW BOWDEN, WV",38.913163,-79.770342,3776515,g2,FALSE,69,8.4.2,EastHghlnds,0,1.8,0,1.45,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T03069000,"SHAVERS FORK AT PARSONS, WV",39.096217,-79.676729,3780351,g2,FALSE,69,8.4.2,EastHghlnds,0,2.3,0,1.52,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T03069500,"CHEAT RIVER NEAR PARSONS, WV",39.122884,-79.681174,3775993,g2,FALSE,69,8.4.2,EastHghlnds,0,4.51,852,1.37,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
T03069870,"CHEAT RIVER AT HWY 50 NEAR ROWLESBURG, WV",39.319822,-79.656727,3775767,g2,FALSE,67,8.4.1,EastHghlnds,0,6.37,852,1.31,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
T03070000,"CHEAT RIVER AT ROWLESBURG, WV",39.346209,-79.665337,3775731,g2,FALSE,67,8.4.1,EastHghlnds,0,7.12,852,1.34,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T03070260,"CHEAT RIVER AT ALBRIGHT, WV",39.4948104,-79.6444969,3775649,g3,FALSE,67,8.4.1,EastHghlnds,0.04,9.72,862,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
T03070500,"BIG SANDY CREEK AT ROCKVILLE, WV",39.615638,-79.704774,3773681,g2,FALSE,69,8.4.2,EastHghlnds,0,22.41,4566,2.09,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
T03075905,"CHERRY CREEK AT STATE PARK ROAD NEAR MCHENRY, MD",39.538,-79.315778,3808623,g2,FALSE,69,8.4.2,EastHghlnds,0,1.91,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
T03076100,"YOUGHIOGHENY RIVER AT HOYES, MD",39.52580556,-79.41075,3808859,g3,FALSE,67,8.4.1,EastHghlnds,0,9.51,95075,5.03,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
T03076600,"BEAR CREEK AT FRIENDSVILLE, MD",39.656139,-79.394111,3808829,g2,FALSE,69,8.4.2,EastHghlnds,0,1.91,0,3.07,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T03078000,"CASSELMAN RIVER AT GRANTSVILLE, MD",39.702194,-79.136389,3808365,g2,FALSE,69,8.4.2,EastHghlnds,0,2.1,118,2.55,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T03083000,"Green Lick Run at Green Lick Reservoir, PA",40.105072,-79.500038,3806027,g2,FALSE,69,8.4.2,EastHghlnds,0,7.59,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T03089500,Mill Creek near Berlin Center OH,41.000336,-80.968424,13154085,g2,FALSE,61,8.1.10,NorthEast,0,2.31,0,2.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T03092000,Kale Creek near Pricetown OH,41.139779,-80.995092,13154263,g2,FALSE,61,8.1.10,NorthEast,0,6.27,0,3.41,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T03092090,West Branch Mahoning River near Ravenna OH,41.161445,-81.197045,13156217,g2,FALSE,61,8.1.10,NorthEast,0,4.87,146.9,9.11,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T03094704,Mosquito Creek near Greene Center OH,41.48305556,-80.7461111,13154163,g3,FALSE,61,8.1.10,NorthEast,0,32.99,45,2.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
T03102950,Pymatuning Creek at Kinsman OH,41.442832,-80.58813,12998858,g2,FALSE,61,8.1.10,NorthEast,0,38.09,124,1.65,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T03111150,"Brush Run near Buffalo, PA",40.198405,-80.407566,19451783,g2,FALSE,70,8.4.3,EastHghlnds,0,73.93,0,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T03114500,"MIDDLE ISLAND CREEK AT LITTLE, WV",39.475076,-80.997054,15431972,g2,FALSE,70,8.4.3,EastHghlnds,0,6.64,590,1.14,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
T03115400,Little Muskingum River at Bloomfield OH,39.563129,-81.203724,15431680,g2,FALSE,70,8.4.3,EastHghlnds,0,18.28,158.5,1.04,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T03115644,East Fork Duck Creek near Harrietsville OH,39.6128833,-81.371975,15431096,g3,FALSE,70,8.4.3,EastHghlnds,0,0.73,23,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
T03115786,Duck Creek below Whipple OH,39.50888889,-81.4230556,15431824,g3,FALSE,70,8.4.3,EastHghlnds,0,46.73,4983.3,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
T03121850,Huff Run at Mineral City OH,40.597285,-81.359001,19389922,g2,FALSE,70,8.4.3,EastHghlnds,0,3.21,0,2.73,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
T03140000,Mill Creek near Coshocton OH,40.362846,-81.862356,15400312,g2,FALSE,70,8.4.3,EastHghlnds,0,68.54,0,1.13,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
T03144000,Wakatomika Creek near Frazeysburg OH,40.132568,-82.14792,15380169,g2,FALSE,70,8.4.3,EastHghlnds,0,29.45,0,1.1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
T03149500,Salt Creek near Chandlersville OH,39.908681,-81.860411,15380941,g2,FALSE,70,8.4.3,EastHghlnds,0,4.42,48.7,4.66,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
T03151500,"L KANAWHA R NR BURNSVILLE, WV",38.823709,-80.592871,166808456,g2,FALSE,69,8.4.2,EastHghlnds,0,1.47,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T03153000,"STEER CREEK NEAR GRANTSVILLE, WV",38.862589,-81.034832,19419575,g2,FALSE,70,8.4.3,EastHghlnds,0,1.04,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T03154000,"W.FORK LITTLE KANAWHA RIVER AT ROCKSDALE,WV",38.844254,-81.222617,19418679,g2,FALSE,70,8.4.3,EastHghlnds,0,0.87,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
T03154500,"REEDY CREEK NEAR REEDY, WV",38.961193,-81.39012,19419543,g2,FALSE,70,8.4.3,EastHghlnds,0,1.08,0,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T03155220,"SOUTH FORK HUGHES RIVER BELOW MACFARLAN, WV",39.07896905,-81.2123373,19414869,g3,FALSE,70,8.4.3,EastHghlnds,0,1.11,55,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
T03155500,"HUGHES RIVER AT CISCO, WV",39.11869,-81.277339,19415375,g2,FALSE,70,8.4.3,EastHghlnds,0,1.44,4172.5,1.46,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T03158200,Monday Creek at Doanville OH,39.435348,-82.191537,15420817,g2,FALSE,70,8.4.3,EastHghlnds,0,1.4,35,2.42,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
T03159540,Shade River near Chester OH,39.063689,-81.881802,19440277,g2,FALSE,70,8.4.3,EastHghlnds,0,2.09,221.9,1.85,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T03161000,"SOUTH FORK NEW RIVER NEAR JEFFERSON, NC",36.393333,-81.406944,6892192,g2,FALSE,66,8.4.4,EastHghlnds,0.19,1.87,1303.4,7.28,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T03164000,"NEW RIVER NEAR GALAX, VA",36.64735,-80.978969,6887572,g2,FALSE,66,8.4.4,EastHghlnds,0.03,1.14,3823.2,3.06,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T03165000,"CHESTNUT CREEK AT GALAX, VA",36.645961,-80.919244,6886804,g2,FALSE,66,8.4.4,EastHghlnds,0.85,3.79,0,8.84,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T03167500,"BIG REED ISLAND CREEK NEAR ALLISONIA, VA",36.889013,-80.72757,6885796,g2,FALSE,66,8.4.4,EastHghlnds,0,0.61,393,1.86,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T03170000,"LITTLE RIVER AT GRAYSONTOWN, VA",37.037626,-80.556724,6884590,g2,FALSE,66,8.4.4,EastHghlnds,0,1.26,136,2.09,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T03173000,"WALKER CREEK AT BANE, VA",37.268178,-80.709512,6908597,g2,FALSE,67,8.4.1,EastHghlnds,0,39.5,355,1.09,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T03178500,"CAMP CREEK NEAR CAMP CREEK, WV",37.504284,-81.127595,6907047,g2,FALSE,69,8.4.2,EastHghlnds,0,7.18,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T03180500,"GREENBRIER RIVER AT DURBIN, WV",38.543727,-79.833115,12103826,g2,FALSE,67,8.4.1,EastHghlnds,0,0.8,294,1.72,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
T03182500,"GREENBRIER RIVER AT BUCKEYE, WV",38.185953,-80.130623,12105064,g2,FALSE,67,8.4.1,EastHghlnds,0,0.78,530.71,1.16,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
T03183000,"SECOND CREEK NEAR SECOND CREEK, WV",37.684845,-80.456737,12107302,g2,FALSE,67,8.4.1,EastHghlnds,0,1.06,846,1.63,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T03186500,"WILLIAMS RIVER AT DYER, WV",38.378999,-80.483974,4547810,g2,FALSE,69,8.4.2,EastHghlnds,0,0.65,8,0.17,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
T03187000,"GAULEY RIVER AT CAMDEN ON GAULEY, WV",38.365943,-80.600923,4547812,g2,FALSE,69,8.4.2,EastHghlnds,0,0.6,2139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T03187500,"CRANBERRY RIVER NEAR RICHWOOD, WV",38.29539,-80.526475,4547840,g2,FALSE,69,8.4.2,EastHghlnds,0,0.65,10.8,0.3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T03188900,"LAUREL CREEK NEAR FENWICK, WV",38.1636111,-80.5880556,4547166,g3,FALSE,69,8.4.2,EastHghlnds,0,1.53,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
T03190000,"MEADOW RIVER AT NALLEN, WV",38.112613,-80.876207,4547946,g2,FALSE,69,8.4.2,EastHghlnds,0.13,2.66,398,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
T03198350,"CLEAR FORK AT WHITESVILLE, WV",37.966219,-81.524278,6929270,g2,FALSE,69,8.4.2,EastHghlnds,0,4.14,0,0.92,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
T03201000,"POCATALICO RIVER AT SISSONVILLE, WV",38.526204,-81.631238,19314160,g2,FALSE,70,8.4.3,EastHghlnds,0,25.29,4975,1.64,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
T03201800,Sandy Run near Lake Hope OH,39.333682,-82.332096,3366492,g2,FALSE,70,8.4.3,EastHghlnds,0,0.31,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T03201902,Raccoon Creek near Bolins Mills OH,39.230556,-82.285833,3366826,g2,FALSE,70,8.4.3,EastHghlnds,0,0.94,1191.3,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
T03207965,"GRAPEVINE CREEK NEAR PHYLLIS, KY",37.432605,-82.353756,1086659,g2,FALSE,69,8.4.2,EastHghlnds,0,1.46,0,1.36,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0
T03210000,"JOHNS CREEK NEAR META, KY",37.567044,-82.457927,886365,g2,FALSE,69,8.4.2,EastHghlnds,0,1.46,2061,1.59,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
T03213000,"TUG FORK AT LITWAR, WV",37.485667,-81.843727,435868,g2,FALSE,69,8.4.2,EastHghlnds,0.08,1.83,522,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T03213700,"TUG FORK AT WILLIAMSON, WV",37.673157,-82.280141,435154,g2,FALSE,69,8.4.2,EastHghlnds,0.08,1.67,2802,2.65,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
T03218000,Little Scioto River above Marion OH,40.628669,-83.169637,5211575,g2,FALSE,55,8.2.4,CntlPlains,0,3.06,0,6.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T03228750,Alum Creek near Kilbourne OH,40.35673,-82.92157,5212897,g2,FALSE,55,8.2.4,CntlPlains,0,1.44,202.1,3.26,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T03235500,TAR HOLLOW C AT TAR HOLLOW STATE PARK OH,39.389509,-82.750726,3485193,g2,FALSE,70,8.4.3,EastHghlnds,0,6.58,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T03237250,"KINNICONICK CREEK NEAR TANNERY, KY",38.5434109,-83.2246249,1921298,g3,FALSE,70,8.4.3,EastHghlnds,0,0.4,0,0.54,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T03237255,"KINNICONICK CREEK BELOW TRACE CREEK AT TANNERY, KY",38.545278,-83.221389,1921286,g2,FALSE,70,8.4.3,EastHghlnds,0,0.4,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
T03237280,Upper Twin Creek at McGaw OH,38.643687,-83.215736,1920776,g2,FALSE,70,8.4.3,EastHghlnds,0,21.4,0,0.54,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
T03237500,Ohio Brush Creek near West Union OH,38.803684,-83.421023,1919636,g2,FALSE,55,8.2.4,CntlPlains,0,96.04,674,1.57,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T03238495,White Oak Creek above Georgetown OH,38.9197222,-83.9283333,1918988,g3,FALSE,55,8.2.4,CntlPlains,0,1.33,1673.6,2.65,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
T03238500,White Oak Creek near Georgetown OH,38.858125,-83.928539,1919306,g2,FALSE,55,8.2.4,CntlPlains,0,1.34,1673.6,2.82,0.94,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
T03241500,Massies Creek at Wilberforce OH,39.722838,-83.882707,3930910,g2,FALSE,55,8.2.4,CntlPlains,0.59,5.04,75,2.8,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T03248500,"LICKING RIVER NEAR SALYERSVILLE, KY",37.750925,-83.084338,2094179,g2,FALSE,69,8.4.2,EastHghlnds,0,0.44,0,1.14,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T03250100,"NORTH FORK TRIPLETT CREEK NEAR MOREHEAD, KY",38.199248,-83.480463,2091855,g2,FALSE,70,8.4.3,EastHghlnds,0,1.69,290,2.56,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1
T03250310,"ROCK LICK CR AB UNNAMED TRIB NR SHARKEY, KY STAT A",38.25119,-83.56602,2091813,g2,FALSE,70,8.4.3,EastHghlnds,0,0.75,0,1.34,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
T03250322,"ROCK LICK CR AT STATE HWY 158 NR SHARKEY, KY STA D",38.247302,-83.589357,2091809,g2,FALSE,70,8.4.3,EastHghlnds,0,0.72,0,1.29,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
T03251000,"NORTH FORK LICKING RIVER NEAR LEWISBURG, KY",38.549242,-83.793532,2087405,g2,FALSE,71,8.3.3,SEPlains,0,12.07,47,1.35,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T03251200,"NORTH FORK LICKING RIVER NEAR MT OLIVET, KY",38.594796,-84.020206,2088233,g2,FALSE,71,8.3.3,SEPlains,0,16.16,135.9,1.45,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T03252300,"HINKSTON CREEK NEAR CARLISLE, KY",38.242576,-84.052705,2057678,g2,FALSE,71,8.3.3,SEPlains,0.5,2.45,0,4.82,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T03266500,Mad River at Zanesfield OH,40.350332,-83.674376,3981246,g2,FALSE,55,8.2.4,CntlPlains,0,2.01,245.5,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T03272700,Sevenmile Creek at Camden OH,39.62922,-84.644396,3882696,g2,FALSE,55,8.2.4,CntlPlains,0,1.61,292.7,8.18,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T03274166,Indian Creek at Millville OH,39.38867,-84.65467,3885310,g2,FALSE,55,8.2.4,CntlPlains,0,26.27,87,2.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
T03276700,"SOUTH HOGAN CREEK NEAR DILLSBORO, IND.",39.029779,-85.03801,3406765,g2,FALSE,55,8.2.4,CntlPlains,0,162.98,119,4.09,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T03277400,"LEATHERWOOD CREEK AT DAISY, KY",37.1134275,-83.0923896,456356,g3,FALSE,69,8.4.2,EastHghlnds,0,2.46,8250.7,1.17,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T03280700,"CUTSHIN CREEK AT WOOTON, KY",37.165093,-83.307956,487460,g2,FALSE,69,8.4.2,EastHghlnds,0,1.04,627.5,1.17,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T03281040,"RED BIRD RIVER NEAR BIG CREEK, KY",37.178701,-83.592969,504668,g2,FALSE,69,8.4.2,EastHghlnds,0,1.08,3702,1.2,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T03281100,"GOOSE CREEK AT MANCHESTER, KY",37.152034,-83.760197,504810,g2,FALSE,69,8.4.2,EastHghlnds,0,0.75,0,2.6,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1
T03281500,"SOUTH FORK KENTUCKY RIVER AT BOONEVILLE, KY",37.47981,-83.675192,503758,g2,FALSE,69,8.4.2,EastHghlnds,0.05,0.77,4667.5,1.73,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
T03282040,"STURGEON CREEK AT CRESSMONT, KY",37.500642,-83.810198,867996,g2,FALSE,70,8.4.3,EastHghlnds,0,0.39,0,1.38,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T03282500,"RED RIVER NEAR HAZEL GREEN, KY",37.812308,-83.463795,867892,g2,FALSE,70,8.4.3,EastHghlnds,0,0.37,0,1.92,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0
T03285000,"DIX RIVER NEAR DANVILLE, KY",37.642023,-84.660777,1827630,g2,FALSE,71,8.3.3,SEPlains,0.12,1.01,1055.9,3.16,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
T03290000,"FLAT CREEK NEAR FRANKFORT, KY",38.298126,-84.942174,1825440,g2,FALSE,71,8.3.3,SEPlains,0,5.66,0,2.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T03291780,"INDIAN-KENTUCK CREEK NR CANAAN, IND.",38.878114,-85.257179,10161364,g2,FALSE,55,8.2.4,CntlPlains,0,169.79,83,0.78,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
T03292460,"HARRODS CREEK NEAR LA GRANGE, KY",38.447288,-85.409125,10163438,g2,FALSE,71,8.3.3,SEPlains,0,2.68,292.3,4.95,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T03299000,"ROLLING FORK NEAR LEBANON, KY",37.497287,-85.323851,10303213,g2,FALSE,71,8.3.3,SEPlains,0,1.37,3235.1,0.59,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
